old_key,new_key,default_value_en,default_value_de,context,file_source
dmp.steps.repositories.instructions,dmp.steps.repositories.instructions,"Repositories are used for sustainable data management beyond the lifetime of the project and to make data discoverable and reusable to others. If available, use a domain specific repository for your data. The search filter below may help you to find one.",,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.intro,dmp.steps.repositories.intro,"Use repositories to sustainably manage your data after the project’s life and to make your data discoverable and reusable. If possible, use a domain specific repository for your data. The search filter below can help you to find one. You’ll also want to set the time for how long your data should remain in the repository. This retention period can be selected in the Set retention period for datasets section",,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.label,dmp.steps.repositories.label,Repositories and preservation,,Form label,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.loading.failed.all,dmp.steps.repositories.loading.failed.all,Recommended repositories could not be loaded.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.loading.failed.recommended,dmp.steps.repositories.loading.failed.recommended,Recommended repositories could not be loaded.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.loading.load.all,dmp.steps.repositories.loading.load.all,Load repositories...,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.loading.load.recommended,dmp.steps.repositories.loading.load.recommended,Load recommended repositories...,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.nodatafilter,dmp.steps.repositories.nodatafilter,"No data matching the filter ""{{value}}""",,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.norepositories,dmp.steps.repositories.norepositories,No repositories found.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.question.datasets,dmp.steps.repositories.question.datasets,Dataset(s) for deposit,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.question.date,dmp.steps.repositories.question.date,Available until,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.recommended,dmp.steps.repositories.recommended,Recommended,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.recommended.none,dmp.steps.repositories.recommended.none,No further recommended repositories.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.remove,dmp.steps.repositories.remove,Remove repository,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.search,dmp.steps.repositories.search,Search repository,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.selected,dmp.steps.repositories.selected,You selected:,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.summaryLine,dmp.steps.repositories.summaryLine,Choose suitable repositories for your data.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.table.header.title,dmp.steps.repositories.table.header.title,Title,,Page or section title,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.use,dmp.steps.repositories.use,Use repository,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.repositories.warning.deletion,dmp.steps.repositories.warning.deletion,The following datasets were marked for deletion: {{value}}. Are you sure they shall be preserved in a repository?,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.retentionPeriod.question.retentionPeriod,dmp.steps.retentionPeriod.question.retentionPeriod,Retention Period,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.retentionPeriod.title,dmp.steps.retentionPeriod.title,Set retention period for datasets,,Page or section title,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.retentionPeriod.years,dmp.steps.retentionPeriod.years,Years,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.add,dmp.steps.storage.external.add,Add other storage location,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.backup.frequency,dmp.steps.storage.external.question.backup.frequency,Backup Frequency,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.backup.location,dmp.steps.storage.external.question.backup.location,Backup Location,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.info,dmp.steps.storage.external.question.info,Please explain why institutional storage will not be used,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.isManagedInternally,dmp.steps.storage.external.question.isManagedInternally,Is this storage provided by a department or service unit of your institution?,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.location,dmp.steps.storage.external.question.location,Storage Location,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.question.name,dmp.steps.storage.external.question.name,Storage Name,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.external.remove,dmp.steps.storage.external.remove,Remove external storage,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.greeting,dmp.steps.storage.greeting,"Step 5, Let’s elaborate on your storage, Firstname",,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.instructions,dmp.steps.storage.instructions,This step helps you 1) document who is allowed to see or edit your data in the project phase and 2) find appropriate storage and backup solutions for your data.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.intro,dmp.steps.storage.intro,Choose the best storage option for each dataset:,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.label,dmp.steps.storage.label,Storage and Backup,,Form label,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.link,dmp.steps.storage.link,More information...,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.question.datasets,dmp.steps.storage.question.datasets,Select corresponding datasets,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.remove,dmp.steps.storage.remove,Remove storage,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.storage.summaryLine,dmp.steps.storage.summaryLine,Define who can access and modify your data and describe your storage and backup strategies.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.allinfo,dmp.steps.summary.allinfo,All information necessary provided.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.costs.none,dmp.steps.summary.costs.none,There are no costs.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.datageneration,dmp.steps.summary.data.specify.datasets.datageneration,Data generation/reuse info missing.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.missingexplanation,dmp.steps.summary.data.specify.datasets.missingexplanation,Explanation is missing.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.none.none,dmp.steps.summary.data.specify.datasets.none.none,No research data specified.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.none.produced,dmp.steps.summary.data.specify.datasets.none.produced,No data will be produced.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.none.reused,dmp.steps.summary.data.specify.datasets.none.reused,No data will be reused.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.produced,dmp.steps.summary.data.specify.datasets.produced,Produced datasets: ,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.reused,dmp.steps.summary.data.specify.datasets.reused,Reused datasets: ,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.unknown.produced,dmp.steps.summary.data.specify.datasets.unknown.produced,Not yet known if data will be produced.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.data.specify.datasets.unknown.reused,dmp.steps.summary.data.specify.datasets.unknown.reused,Not yet known if data will be reused.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.licensing.complete,dmp.steps.summary.licensing.complete,All information necessary provided.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.licensing.incomplete,dmp.steps.summary.licensing.incomplete,Some information is missing.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.licensing.noproduceddata,dmp.steps.summary.licensing.noproduceddata,No produced dataset has been specified.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.nodatasets,dmp.steps.summary.nodatasets,No datasets defined,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.noinfo,dmp.steps.summary.noinfo,No information provided.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.notspecified,dmp.steps.summary.notspecified,Not specified yet.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.partially,dmp.steps.summary.partially,Partially filled out.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contact.missing,dmp.steps.summary.people.contact.missing,Contact person is missing. ,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contact.set,dmp.steps.summary.people.contact.set,Contact person set. ,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contributor.additional,dmp.steps.summary.people.contributor.additional,Additional contributors:,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contributor.multiple,dmp.steps.summary.people.contributor.multiple,Contributors selected: ,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contributor.none,dmp.steps.summary.people.contributor.none,No contributors selected yet.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.people.contributor.one,dmp.steps.summary.people.contributor.one,One contributor selected.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.project.none,dmp.steps.summary.project.none,No project selected yet.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.project.selected,dmp.steps.summary.project.selected,Project: {{project}}.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.repositories.deposited.complete,dmp.steps.summary.repositories.deposited.complete,All data are deposited.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.repositories.deposited.incomplete,dmp.steps.summary.repositories.deposited.incomplete,Not all data deposited yet.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.repositories.missingexplanation,dmp.steps.summary.repositories.missingexplanation,Explanation for datasets with restricted/closed access missing.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.repositories.nodata,dmp.steps.summary.repositories.nodata,No data to be deposited.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.repositories.noproduceddata,dmp.steps.summary.repositories.noproduceddata,No produced dataset has been specified.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.someinfo,dmp.steps.summary.someinfo,Some information provided.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.storage.allinfo,dmp.steps.summary.storage.allinfo,All information necessary provided.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.storage.missingexplanation,dmp.steps.summary.storage.missingexplanation, Explanation for using external storage is missing.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.storage.missingstorage,dmp.steps.summary.storage.missingstorage,Some datasets do not have storages assigned.,,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.storage.nonestored,dmp.steps.summary.storage.nonestored,"No datasets will be stored, as no produced or reused datasets have been specified.",,DMP form step content,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.table.header.completeness,dmp.steps.summary.table.header.completeness,Completeness,,Table header,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.table.header.status,dmp.steps.summary.table.header.status,Status,,Table header,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.table.header.step,dmp.steps.summary.table.header.step,Step,,Table header,libs/damap/src/assets/i18n/templates/en.json
dmp.steps.summary.title,dmp.steps.summary.title,Summary of the information you provided:,,Page or section title,libs/damap/src/assets/i18n/templates/en.json
dmp.success.save,dmp.success.save,DMP was saved!,,Success notification,libs/damap/src/assets/i18n/templates/en.json
dmp.success.update,dmp.success.update,DMP was updated!,,Success notification,libs/damap/src/assets/i18n/templates/en.json
dmp.success.version.save,dmp.success.version.save,Version was saved!,,Success notification,libs/damap/src/assets/i18n/templates/en.json
duration,ui.consent.duration,"Personal data that is collected for registration is generally only stored for the duration of the service made available, unless a longer retention period is mandated by statutory regulations.",,General UI text,apps/damap-frontend/src/assets/i18n/consent/en.json
enum.accessright.NONE,dmp.enum.accessright.NONE,no access,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.accessright.READ,dmp.enum.accessright.READ,reading only,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.accessright.WRITE,dmp.enum.accessright.WRITE,writing,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.CONFIDENTIALITY_AGREEMENT,dmp.enum.agreement.CONFIDENTIALITY_AGREEMENT,confidentiality agreement,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.CONSORTIUM_AGREEMENT,dmp.enum.agreement.CONSORTIUM_AGREEMENT,consortium agreement,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.DATA_PROCESSING_AGREEMENT,dmp.enum.agreement.DATA_PROCESSING_AGREEMENT,data processing agreement,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.DATA_TRANSFER_AGREEMENT,dmp.enum.agreement.DATA_TRANSFER_AGREEMENT,data transfer agreement,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.JOINT_CONTROL_AGREEMENT,dmp.enum.agreement.JOINT_CONTROL_AGREEMENT,joint control agreement,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.agreement.OTHER,dmp.enum.agreement.OTHER,other,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.compliance.ANONYMISATION,dmp.enum.compliance.ANONYMISATION,by anonymisation of personal data for preservation and/or sharing (truly anonymous data are no longer considered personal data) ,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.compliance.ENCRYPTION,dmp.enum.compliance.ENCRYPTION,"by encryption of personal data (the encryption key must be stored separately from the data, for instance by a trusted third party) ",,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.compliance.INFORMED_CONSENT,dmp.enum.compliance.INFORMED_CONSENT,by gaining informed consent for processing personal data ,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.compliance.OTHER,dmp.enum.compliance.OTHER,other measures,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.compliance.PSEUDONYMISATION,dmp.enum.compliance.PSEUDONYMISATION,by pseudonymisation of personal data (the main difference with anonymisation is that pseudonymisation is reversible) ,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.DATA_COLLECTOR,dmp.enum.contributor.role.DATA_COLLECTOR,Data Collector,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.DATA_CURATOR,dmp.enum.contributor.role.DATA_CURATOR,Data Curator,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.DATA_MANAGER,dmp.enum.contributor.role.DATA_MANAGER,Data Manager,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.DISTRIBUTOR,dmp.enum.contributor.role.DISTRIBUTOR,Distributor,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.EDITOR,dmp.enum.contributor.role.EDITOR,Editor,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.HOSTING_INSTITUTION,dmp.enum.contributor.role.HOSTING_INSTITUTION,Hosting Institution,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.OTHER,dmp.enum.contributor.role.OTHER,Other,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PRINCIPAL_INVESTIGATOR,dmp.enum.contributor.role.PRINCIPAL_INVESTIGATOR,Principal Investigator,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PRODUCER,dmp.enum.contributor.role.PRODUCER,Producer,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PROJECT_COORDINATOR,dmp.enum.contributor.role.PROJECT_COORDINATOR,Project Coordinator,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PROJECT_LEADER,dmp.enum.contributor.role.PROJECT_LEADER,Project Leader,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PROJECT_MANAGER,dmp.enum.contributor.role.PROJECT_MANAGER,Project Manager,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.PROJECT_MEMBER,dmp.enum.contributor.role.PROJECT_MEMBER,Project Member,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.REGISTRATION_AGENCY,dmp.enum.contributor.role.REGISTRATION_AGENCY,Registration Agency,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.REGISTRATION_AUTHORITY,dmp.enum.contributor.role.REGISTRATION_AUTHORITY,Registration Authority,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.RELATED_PERSON,dmp.enum.contributor.role.RELATED_PERSON,Related Person,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.RESEARCHER,dmp.enum.contributor.role.RESEARCHER,Researcher,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.RESEARCH_GROUP,dmp.enum.contributor.role.RESEARCH_GROUP,Research Group,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.RIGHTS_HOLDER,dmp.enum.contributor.role.RIGHTS_HOLDER,Rights Holder,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.SPONSOR,dmp.enum.contributor.role.SPONSOR,Sponsor,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.SUPERVISOR,dmp.enum.contributor.role.SUPERVISOR,Supervisor,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.contributor.role.WORK_PACKAGE_LEADER,dmp.enum.contributor.role.WORK_PACKAGE_LEADER,Work Package Leader,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.DATABASE,dmp.enum.costs.DATABASE,Database,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.DATA_ACQUISITION,dmp.enum.costs.DATA_ACQUISITION,Data Acquisition,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.FILE_BASED_STORAGE,dmp.enum.costs.FILE_BASED_STORAGE,File-based Storage,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.HARDWARE_AND_INFRASTRUCTURE,dmp.enum.costs.HARDWARE_AND_INFRASTRUCTURE,Hardware and Infrastructure,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.LEGAL_ADVICE,dmp.enum.costs.LEGAL_ADVICE,Legal Advice,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.OTHER,dmp.enum.costs.OTHER,Other,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.PERSONNEL,dmp.enum.costs.PERSONNEL,Personnel (Data Steward),,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.REPOSITORY,dmp.enum.costs.REPOSITORY,Repository,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.SOFTWARE_LICENSE,dmp.enum.costs.SOFTWARE_LICENSE,Software License,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.costs.TRAINING,dmp.enum.costs.TRAINING,Training,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataaccess.CLOSED,dmp.enum.dataaccess.CLOSED,Closed,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataaccess.OPEN,dmp.enum.dataaccess.OPEN,Open,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataaccess.RESTRICTED,dmp.enum.dataaccess.RESTRICTED,Restricted,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.datakind.NONE,dmp.enum.datakind.NONE,none,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.datakind.SPECIFY,dmp.enum.datakind.SPECIFY,specify,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.datakind.UNKNOWN,dmp.enum.datakind.UNKNOWN,unknown,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.CALIBRATION,dmp.enum.dataquality.CALIBRATION,calibration,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.DATA_ENTRY_VALIDATION,dmp.enum.dataquality.DATA_ENTRY_VALIDATION,data entry validation,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.OTHERS,dmp.enum.dataquality.OTHERS,others,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.PEER_REVIEW_OF_DATA,dmp.enum.dataquality.PEER_REVIEW_OF_DATA,peer review of data,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.REPEATED_SAMPLES_OR_MEASUREMENTS,dmp.enum.dataquality.REPEATED_SAMPLES_OR_MEASUREMENTS,repeated samples or measurements,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.REPRESENTATION_WITH_CONTROLLED_VOCABULARIES,dmp.enum.dataquality.REPRESENTATION_WITH_CONTROLLED_VOCABULARIES,representation with controlled vocabularies,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataquality.STANDARDISED_DATA_CAPTURE,dmp.enum.dataquality.STANDARDISED_DATA_CAPTURE,standardised data capture,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.ARCHIVED_DATA,dmp.enum.dataset.type.ARCHIVED_DATA,ARCHIVED DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.AUDIOVISUAL_DATA,dmp.enum.dataset.type.AUDIOVISUAL_DATA,AUDIOVISUAL DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.CONFIGURATION_DATA,dmp.enum.dataset.type.CONFIGURATION_DATA,CONFIGURATION DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.DATABASES,dmp.enum.dataset.type.DATABASES,DATABASES,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.IMAGES,dmp.enum.dataset.type.IMAGES,IMAGES,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.NETWORKBASED_DATA,dmp.enum.dataset.type.NETWORKBASED_DATA,NETWORKBASED DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.OTHER,dmp.enum.dataset.type.OTHER,OTHER,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.PLAIN_TEXT,dmp.enum.dataset.type.PLAIN_TEXT,PLAIN TEXT,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.RAW_DATA,dmp.enum.dataset.type.RAW_DATA,RAW DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.SCIENTIFIC_STATISTICAL_DATA,dmp.enum.dataset.type.SCIENTIFIC_STATISTICAL_DATA,SCIENTIFIC STATISTICAL DATA,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.SOFTWARE_APPLICATIONS,dmp.enum.dataset.type.SOFTWARE_APPLICATIONS,SOFTWARE APPLICATIONS,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.SOURCE_CODE,dmp.enum.dataset.type.SOURCE_CODE,SOURCE CODE,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.STANDARD_OFFICE_DOCUMENTS,dmp.enum.dataset.type.STANDARD_OFFICE_DOCUMENTS,STANDARD OFFICE DOCUMENTS,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.STRUCTURED_GRAPHICS,dmp.enum.dataset.type.STRUCTURED_GRAPHICS,STRUCTURED GRAPHICS,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.dataset.type.STRUCTURED_TEXT,dmp.enum.dataset.type.STRUCTURED_TEXT,STRUCTURED TEXT,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.exportDmpTemplatetype.FWF,dmp.enum.exportDmpTemplatetype.FWF,FWF,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.exportDmpTemplatetype.HORIZON_EUROPE,dmp.enum.exportDmpTemplatetype.HORIZON_EUROPE,Horizon Europe,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.exportDmpTemplatetype.SCIENCE_EUROPE,dmp.enum.exportDmpTemplatetype.SCIENCE_EUROPE,Science Europe,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.functionrole.ADMIN,dmp.enum.functionrole.ADMIN,ADMIN,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.functionrole.EDITOR,dmp.enum.functionrole.EDITOR,EDITOR,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.functionrole.GUEST,dmp.enum.functionrole.GUEST,GUEST,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.functionrole.OWNER,dmp.enum.functionrole.OWNER,OWNER,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.functionrole.SUPPORT,dmp.enum.functionrole.SUPPORT,SUPPORT,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.fundingstate.APPLIED,dmp.enum.fundingstate.APPLIED,applied,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.fundingstate.GRANTED,dmp.enum.fundingstate.GRANTED,granted,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.fundingstate.PLANNED,dmp.enum.fundingstate.PLANNED,planned,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.fundingstate.REJECTED,dmp.enum.fundingstate.REJECTED,rejected,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.fundingstate.UNSPECIFIED,dmp.enum.fundingstate.UNSPECIFIED,unspecified,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.ARK,dmp.enum.identifier.ARK,ark,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.DOI,dmp.enum.identifier.DOI,doi,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.FUNDREF,dmp.enum.identifier.FUNDREF,fundref,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.HANDLE,dmp.enum.identifier.HANDLE,handle,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.HDL,dmp.enum.identifier.HDL,hdl,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.ISNI,dmp.enum.identifier.ISNI,isni,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.OPENID,dmp.enum.identifier.OPENID,openid,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.ORCID,dmp.enum.identifier.ORCID,orcid,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
enum.identifier.OTHER,dmp.enum.identifier.OTHER,other,,Enumeration value,libs/damap/src/assets/i18n/templates/en.json
